experience_hash,symbol,date,signal_time,timeframe,setup_type,side,entry,sl,target,outcome,outcome_reason,pnl_points,rr,score,confidence,trend,regime,volume_score,strength_score,compression_score,reason,lesson_learned,source_type,trust_level,validation_status,native_trade_import,live_mutation,broker_mutation,telegram_mutation
5948639ecf4f6da02e7c18f0645bea19599023a9a638fe64a074069624eb12ce,ICICIBANK,2019-03-21,2019-03-21T14:20:00+00:00,15m,trend_momentum_breakout,LONG,1308.4,1304.4,1316.5,WIN,Target touched at 2019-03-21T16:20:00+00:00; trend_momentum_breakout had continuation follow-through in BULLISH regime for LONG side.,8.1,2.0,70.28,77.82,BULLISH,BULLISH,2.04,1.98,2.58,"trend_momentum_breakout simulated external historical experience for ICICIBANK: trend=BULLISH, regime=BULLISH, side=LONG, volume_score=2.04, strength_score=1.98, compression_score=2.58, score=70.28. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","trend_momentum_breakout on ICICIBANK worked for LONG trades in BULLISH conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=70.28, confidence=77.82. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
e1a91a8174ab07fbba23d1cf8f4efc2c5b29e81997c7b910239ed8131afd06eb,BAJFINANCE,2019-03-22,2019-03-22T10:50:00+00:00,15m,reversal_trap,SHORT,7320.1,7342.0,7276.3,WIN,Target touched at 2019-03-22T12:50:00+00:00; reversal_trap had continuation follow-through in BEARISH regime for SHORT side.,43.8,2.0,85.41,90.94,BEARISH,BEARISH,3.97,-1.15,7.09,"reversal_trap simulated external historical experience for BAJFINANCE: trend=BEARISH, regime=BEARISH, side=SHORT, volume_score=3.97, strength_score=-1.15, compression_score=7.09, score=85.41. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","reversal_trap on BAJFINANCE worked for SHORT trades in BEARISH conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=85.41, confidence=90.94. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
153e09d860fd78e61362614807f2399ca672a9a659368ba4ba72994766b371f7,TATAMOTORS,2019-03-25,2019-03-25T09:35:00+00:00,15m,trend_momentum_breakout,LONG,922.6,915.8,936.2,LOSS,"Stop loss touched at 2019-03-25T11:35:00+00:00; trend_momentum_breakout failed due to weak follow-through, possible trap behavior, or volatility reversal in HIGH_VOLATILITY regime.",-6.8,-1.0,63.38,55.78,BEARISH,HIGH_VOLATILITY,3.26,2.43,9.46,"trend_momentum_breakout simulated external historical experience for TATAMOTORS: trend=BEARISH, regime=HIGH_VOLATILITY, side=LONG, volume_score=3.26, strength_score=2.43, compression_score=9.46, score=63.38. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","trend_momentum_breakout on TATAMOTORS failed for LONG trades in HIGH_VOLATILITY conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=63.38, confidence=55.78. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
4851b50dd99286913d79944914efdf625e8cff21da65691820026413866e0d85,ASIANPAINT,2019-03-25,2019-03-25T10:20:00+00:00,1h,relative_strength_breakout,SHORT,2378.0,2384.6,2364.7,LOSS,"Stop loss touched at 2019-03-25T11:20:00+00:00; relative_strength_breakout failed due to weak follow-through, possible trap behavior, or volatility reversal in BEARISH regime.",-6.6,-1.0,64.74,62.96,BEARISH,BEARISH,0.96,3.48,2.05,"relative_strength_breakout simulated external historical experience for ASIANPAINT: trend=BEARISH, regime=BEARISH, side=SHORT, volume_score=0.96, strength_score=3.48, compression_score=2.05, score=64.74. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","relative_strength_breakout on ASIANPAINT failed for SHORT trades in BEARISH conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=64.74, confidence=62.96. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
45b159ab7196c95404c329c53740a41440c7c8ad725f5d299223423aa3c1abac,HCLTECH,2019-03-27,2019-03-27T09:35:00+00:00,15m,trend_continuation,LONG,1544.8,1531.5,1571.4,LOSS,"Stop loss touched at 2019-03-27T12:35:00+00:00; trend_continuation failed due to weak follow-through, possible trap behavior, or volatility reversal in LOW_VOLATILITY_COMPRESSION regime.",-13.3,-1.0,73.45,71.25,BULLISH,LOW_VOLATILITY_COMPRESSION,1.97,1.64,2.96,"trend_continuation simulated external historical experience for HCLTECH: trend=BULLISH, regime=LOW_VOLATILITY_COMPRESSION, side=LONG, volume_score=1.97, strength_score=1.64, compression_score=2.96, score=73.45. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","trend_continuation on HCLTECH failed for LONG trades in LOW_VOLATILITY_COMPRESSION conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=73.45, confidence=71.25. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
d25f7aa9d88895568f576be12facaa5e58e3e3075d26c51bc83207ebbe4f3df5,TATAMOTORS,2019-03-29,2019-03-29T10:05:00+00:00,15m,relative_strength_breakout,LONG,1253.4,1243.6,1273.1,WIN,Target touched at 2019-03-29T10:50:00+00:00; relative_strength_breakout had continuation follow-through in SIDEWAYS regime for LONG side.,19.7,2.0,68.94,64.84,SIDEWAYS,SIDEWAYS,3.58,1.35,6.37,"relative_strength_breakout simulated external historical experience for TATAMOTORS: trend=SIDEWAYS, regime=SIDEWAYS, side=LONG, volume_score=3.58, strength_score=1.35, compression_score=6.37, score=68.94. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","relative_strength_breakout on TATAMOTORS worked for LONG trades in SIDEWAYS conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=68.94, confidence=64.84. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
09dd564df24f522fb76f069763898b57b36343fb262c2ada48c15da8f162e8b4,WIPRO,2019-04-01,2019-04-01T14:20:00+00:00,1h,compression_breakout_attempt,SHORT,594.2,596.6,589.4,WIN,Target touched at 2019-04-01T16:20:00+00:00; compression_breakout_attempt had continuation follow-through in BULLISH regime for SHORT side.,4.8,2.0,78.19,85.99,BEARISH,BULLISH,4.05,2.23,6.36,"compression_breakout_attempt simulated external historical experience for WIPRO: trend=BEARISH, regime=BULLISH, side=SHORT, volume_score=4.05, strength_score=2.23, compression_score=6.36, score=78.19. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","compression_breakout_attempt on WIPRO worked for SHORT trades in BULLISH conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=78.19, confidence=85.99. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
cbf2e16fe570da93186dee2f0e5ceccf96df1f7a1e4bee1d66d6f32d9e4ffbb8,AXISBANK,2019-04-01,2019-04-01T09:20:00+00:00,5m,compression_breakout_attempt,LONG,1370.9,1365.4,1382.0,WIN,Target touched at 2019-04-01T10:50:00+00:00; compression_breakout_attempt had continuation follow-through in BULLISH regime for LONG side.,11.1,2.0,88.46,92.39,BULLISH,BULLISH,2.16,-1.45,1.47,"compression_breakout_attempt simulated external historical experience for AXISBANK: trend=BULLISH, regime=BULLISH, side=LONG, volume_score=2.16, strength_score=-1.45, compression_score=1.47, score=88.46. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","compression_breakout_attempt on AXISBANK worked for LONG trades in BULLISH conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=88.46, confidence=92.39. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
fd748b26e642f19f4a83e8fec7d94c334154ef5429fac714bbbab926da6e4699,SUNPHARMA,2019-04-01,2019-04-01T10:05:00+00:00,15m,reversal_trap,LONG,1803.2,1788.0,1833.5,LOSS,"Stop loss touched at 2019-04-01T11:35:00+00:00; reversal_trap failed due to weak follow-through, possible trap behavior, or volatility reversal in LOW_VOLATILITY_COMPRESSION regime.",-15.2,-1.0,54.95,60.51,BULLISH,LOW_VOLATILITY_COMPRESSION,3.57,-0.69,6.79,"reversal_trap simulated external historical experience for SUNPHARMA: trend=BULLISH, regime=LOW_VOLATILITY_COMPRESSION, side=LONG, volume_score=3.57, strength_score=-0.69, compression_score=6.79, score=54.95. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","reversal_trap on SUNPHARMA failed for LONG trades in LOW_VOLATILITY_COMPRESSION conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=54.95, confidence=60.51. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
8d6d2217e673dc51b6ea8b20412c0448118306c980c610c425534b9f4f87f62f,HDFCBANK,2019-04-02,2019-04-02T14:20:00+00:00,5m,trend_continuation,LONG,1223.6,1218.4,1234.1,WIN,Target touched at 2019-04-02T15:50:00+00:00; trend_continuation had continuation follow-through in HIGH_VOLATILITY regime for LONG side.,10.5,2.0,82.28,82.37,MIXED,HIGH_VOLATILITY,3.26,1.77,4.43,"trend_continuation simulated external historical experience for HDFCBANK: trend=MIXED, regime=HIGH_VOLATILITY, side=LONG, volume_score=3.26, strength_score=1.77, compression_score=4.43, score=82.28. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","trend_continuation on HDFCBANK worked for LONG trades in HIGH_VOLATILITY conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=82.28, confidence=82.37. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
bdfc25b80046893c0a35d51d9c34ab149522c1635227a88d0ba691df89e72224,HDFCBANK,2019-04-03,2019-04-03T10:05:00+00:00,15m,trend_momentum_breakout,LONG,1477.7,1469.6,1493.8,LOSS,"Stop loss touched at 2019-04-03T11:35:00+00:00; trend_momentum_breakout failed due to weak follow-through, possible trap behavior, or volatility reversal in LOW_VOLATILITY_COMPRESSION regime.",-8.1,-1.0,78.96,73.4,BULLISH,LOW_VOLATILITY_COMPRESSION,2.55,-1.93,4.84,"trend_momentum_breakout simulated external historical experience for HDFCBANK: trend=BULLISH, regime=LOW_VOLATILITY_COMPRESSION, side=LONG, volume_score=2.55, strength_score=-1.93, compression_score=4.84, score=78.96. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","trend_momentum_breakout on HDFCBANK failed for LONG trades in LOW_VOLATILITY_COMPRESSION conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=78.96, confidence=73.4. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
e41f94975f07793e47e9ae44836e092d174ea3c939d1ec143af5c150b0d677c3,INFY,2019-04-05,2019-04-05T10:50:00+00:00,5m,trend_momentum_breakout,LONG,1571.5,1561.6,1591.3,BREAKEVEN,Neither target nor stop loss showed decisive control by 2019-04-05T14:50:00+00:00; treated as breakeven/inconclusive simulated experience.,0.0,0.0,72.61,75.26,BULLISH,BULLISH,3.16,-0.52,2.1,"trend_momentum_breakout simulated external historical experience for INFY: trend=BULLISH, regime=BULLISH, side=LONG, volume_score=3.16, strength_score=-0.52, compression_score=2.1, score=72.61. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","trend_momentum_breakout on INFY was inconclusive for LONG trades in BULLISH conditions. TITAN should avoid over-learning from this record and mark it as low-confidence contextual evidence. Score=72.61, confidence=75.26.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
cbf7669258a976efb778077367ba8a33a911c7c95da361bc8dd2e25db4e66381,MARUTI,2019-04-08,2019-04-08T14:20:00+00:00,15m,trend_momentum_breakout,SHORT,10282.6,10340.5,10166.7,WIN,Target touched at 2019-04-08T16:20:00+00:00; trend_momentum_breakout had continuation follow-through in SIDEWAYS regime for SHORT side.,115.9,2.0,72.17,71.04,SIDEWAYS,SIDEWAYS,2.27,0.84,2.03,"trend_momentum_breakout simulated external historical experience for MARUTI: trend=SIDEWAYS, regime=SIDEWAYS, side=SHORT, volume_score=2.27, strength_score=0.84, compression_score=2.03, score=72.17. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","trend_momentum_breakout on MARUTI worked for SHORT trades in SIDEWAYS conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=72.17, confidence=71.04. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
aa74c98f42cff348d6f380fcb081fc87b059b789e68fb3f3a9373cd38d2c8f30,ADANIPORTS,2019-04-08,2019-04-08T10:20:00+00:00,1h,relative_strength_breakout,LONG,1132.9,1124.9,1148.9,LOSS,"Stop loss touched at 2019-04-08T11:05:00+00:00; relative_strength_breakout failed due to weak follow-through, possible trap behavior, or volatility reversal in LOW_VOLATILITY_COMPRESSION regime.",-8.0,-1.0,83.57,81.98,BULLISH,LOW_VOLATILITY_COMPRESSION,2.1,-0.46,1.05,"relative_strength_breakout simulated external historical experience for ADANIPORTS: trend=BULLISH, regime=LOW_VOLATILITY_COMPRESSION, side=LONG, volume_score=2.1, strength_score=-0.46, compression_score=1.05, score=83.57. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","relative_strength_breakout on ADANIPORTS failed for LONG trades in LOW_VOLATILITY_COMPRESSION conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=83.57, confidence=81.98. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
fd72098585aac52fb02c46761dc430ef503b6b458a31a9b4911c3575cf134110,RELIANCE,2019-04-08,2019-04-08T12:20:00+00:00,15m,trend_momentum_breakout,LONG,2406.7,2395.8,2428.5,LOSS,"Stop loss touched at 2019-04-08T12:50:00+00:00; trend_momentum_breakout failed due to weak follow-through, possible trap behavior, or volatility reversal in LOW_VOLATILITY_COMPRESSION regime.",-10.9,-1.0,87.26,91.33,BULLISH,LOW_VOLATILITY_COMPRESSION,2.16,3.15,6.37,"trend_momentum_breakout simulated external historical experience for RELIANCE: trend=BULLISH, regime=LOW_VOLATILITY_COMPRESSION, side=LONG, volume_score=2.16, strength_score=3.15, compression_score=6.37, score=87.26. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","trend_momentum_breakout on RELIANCE failed for LONG trades in LOW_VOLATILITY_COMPRESSION conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=87.26, confidence=91.33. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
87377268e2e8dba0f57086b97e1c163c3dd11e88f6001b85d74f0c281546cbda,INFY,2019-04-09,2019-04-09T12:20:00+00:00,15m,reversal_trap,SHORT,1325.2,1335.0,1305.6,LOSS,"Stop loss touched at 2019-04-09T13:05:00+00:00; reversal_trap failed due to weak follow-through, possible trap behavior, or volatility reversal in HIGH_VOLATILITY regime.",-9.8,-1.0,75.58,72.51,BULLISH,HIGH_VOLATILITY,2.25,-1.83,7.1,"reversal_trap simulated external historical experience for INFY: trend=BULLISH, regime=HIGH_VOLATILITY, side=SHORT, volume_score=2.25, strength_score=-1.83, compression_score=7.1, score=75.58. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","reversal_trap on INFY failed for SHORT trades in HIGH_VOLATILITY conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=75.58, confidence=72.51. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
05dd2bc756acb3e5c690a19f8619d9eb5731d572e8b30e3edb558a5d127538ab,BHARTIARTL,2019-04-11,2019-04-11T09:50:00+00:00,15m,relative_strength_breakout,LONG,1247.0,1242.9,1255.2,WIN,Target touched at 2019-04-11T12:50:00+00:00; relative_strength_breakout had continuation follow-through in BULLISH regime for LONG side.,8.2,2.0,79.82,80.76,BULLISH,BULLISH,2.89,0.08,2.16,"relative_strength_breakout simulated external historical experience for BHARTIARTL: trend=BULLISH, regime=BULLISH, side=LONG, volume_score=2.89, strength_score=0.08, compression_score=2.16, score=79.82. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","relative_strength_breakout on BHARTIARTL worked for LONG trades in BULLISH conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=79.82, confidence=80.76. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
67533f9298cb927800d02da4c2d7359c8249b9d6d35dbe07dd44ff2d1333e03c,TATAMOTORS,2019-04-12,2019-04-12T12:20:00+00:00,15m,trend_momentum_breakout,LONG,1203.9,1196.4,1218.9,WIN,Target touched at 2019-04-12T14:20:00+00:00; trend_momentum_breakout had continuation follow-through in HIGH_VOLATILITY regime for LONG side.,15.0,2.0,81.88,76.63,MIXED,HIGH_VOLATILITY,2.5,1.34,3.61,"trend_momentum_breakout simulated external historical experience for TATAMOTORS: trend=MIXED, regime=HIGH_VOLATILITY, side=LONG, volume_score=2.5, strength_score=1.34, compression_score=3.61, score=81.88. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","trend_momentum_breakout on TATAMOTORS worked for LONG trades in HIGH_VOLATILITY conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=81.88, confidence=76.63. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
d796a105c47f0283fa3538cf0fc4d5977c6301a9b9a24c95bc40fd90b3e159b2,SUNPHARMA,2019-04-15,2019-04-15T11:20:00+00:00,5m,reversal_trap,LONG,1617.9,1609.7,1634.3,WIN,Target touched at 2019-04-15T13:20:00+00:00; reversal_trap had continuation follow-through in BULLISH regime for LONG side.,16.4,2.0,71.13,64.95,BULLISH,BULLISH,2.1,-0.46,4.0,"reversal_trap simulated external historical experience for SUNPHARMA: trend=BULLISH, regime=BULLISH, side=LONG, volume_score=2.1, strength_score=-0.46, compression_score=4.0, score=71.13. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","reversal_trap on SUNPHARMA worked for LONG trades in BULLISH conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=71.13, confidence=64.95. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
675c47b2e0d16d4133587a7f25c566334c33e3909d0ad7d96298cb9ef3517414,ITC,2019-04-15,2019-04-15T09:50:00+00:00,5m,reversal_trap,LONG,382.1,379.6,387.0,WIN,Target touched at 2019-04-15T11:50:00+00:00; reversal_trap had continuation follow-through in SIDEWAYS regime for LONG side.,4.9,2.0,90.71,89.89,SIDEWAYS,SIDEWAYS,1.54,2.14,5.45,"reversal_trap simulated external historical experience for ITC: trend=SIDEWAYS, regime=SIDEWAYS, side=LONG, volume_score=1.54, strength_score=2.14, compression_score=5.45, score=90.71. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","reversal_trap on ITC worked for LONG trades in SIDEWAYS conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=90.71, confidence=89.89. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
a6b68d116ed0b116a6b9ff545efd082e1acaaeedf43849f81cc700cb08622955,ADANIPORTS,2019-04-16,2019-04-16T12:20:00+00:00,15m,reversal_trap,LONG,1490.1,1478.7,1513.0,WIN,Target touched at 2019-04-16T15:20:00+00:00; reversal_trap had continuation follow-through in SIDEWAYS regime for LONG side.,22.9,2.0,66.08,62.67,SIDEWAYS,SIDEWAYS,2.28,-2.05,5.16,"reversal_trap simulated external historical experience for ADANIPORTS: trend=SIDEWAYS, regime=SIDEWAYS, side=LONG, volume_score=2.28, strength_score=-2.05, compression_score=5.16, score=66.08. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","reversal_trap on ADANIPORTS worked for LONG trades in SIDEWAYS conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=66.08, confidence=62.67. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
49a54ef97f3813fc4d59648b337096843f5f31a3078539d2ea53878e9f1a519a,INFY,2019-04-18,2019-04-18T13:20:00+00:00,15m,relative_strength_breakout,SHORT,1478.8,1490.3,1455.8,LOSS,"Stop loss touched at 2019-04-18T17:20:00+00:00; relative_strength_breakout failed due to weak follow-through, possible trap behavior, or volatility reversal in LOW_VOLATILITY_COMPRESSION regime.",-11.5,-1.0,66.03,59.69,BEARISH,LOW_VOLATILITY_COMPRESSION,3.54,-0.57,5.28,"relative_strength_breakout simulated external historical experience for INFY: trend=BEARISH, regime=LOW_VOLATILITY_COMPRESSION, side=SHORT, volume_score=3.54, strength_score=-0.57, compression_score=5.28, score=66.03. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","relative_strength_breakout on INFY failed for SHORT trades in LOW_VOLATILITY_COMPRESSION conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=66.03, confidence=59.69. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
8747a7f610f29223c07b11e5890d2d9f1fd1005929052f1f9b81cffb67c72518,ASIANPAINT,2019-04-19,2019-04-19T12:20:00+00:00,5m,trend_momentum_breakout,LONG,3086.9,3066.9,3126.8,WIN,Target touched at 2019-04-19T15:20:00+00:00; trend_momentum_breakout had continuation follow-through in LOW_VOLATILITY_COMPRESSION regime for LONG side.,39.9,2.0,90.67,83.51,BULLISH,LOW_VOLATILITY_COMPRESSION,2.33,3.01,4.49,"trend_momentum_breakout simulated external historical experience for ASIANPAINT: trend=BULLISH, regime=LOW_VOLATILITY_COMPRESSION, side=LONG, volume_score=2.33, strength_score=3.01, compression_score=4.49, score=90.67. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","trend_momentum_breakout on ASIANPAINT worked for LONG trades in LOW_VOLATILITY_COMPRESSION conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=90.67, confidence=83.51. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
f3c1ea37bf99ceb37906f7b9a6f6ba0b4b2974a83c151a8cc5daff2f57ba7831,ASIANPAINT,2019-04-22,2019-04-22T11:20:00+00:00,1h,trend_momentum_breakout,LONG,2613.5,2592.5,2655.5,LOSS,"Stop loss touched at 2019-04-22T12:50:00+00:00; trend_momentum_breakout failed due to weak follow-through, possible trap behavior, or volatility reversal in SIDEWAYS regime.",-21.0,-1.0,64.75,67.93,SIDEWAYS,SIDEWAYS,2.2,1.0,2.27,"trend_momentum_breakout simulated external historical experience for ASIANPAINT: trend=SIDEWAYS, regime=SIDEWAYS, side=LONG, volume_score=2.2, strength_score=1.0, compression_score=2.27, score=64.75. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","trend_momentum_breakout on ASIANPAINT failed for LONG trades in SIDEWAYS conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=64.75, confidence=67.93. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
e4766a536f1a44395d1462960079c70b6196ee62be04394a93d984b88c7c57e4,ICICIBANK,2019-04-22,2019-04-22T10:50:00+00:00,15m,relative_strength_breakout,LONG,1267.3,1257.3,1287.3,LOSS,"Stop loss touched at 2019-04-22T11:50:00+00:00; relative_strength_breakout failed due to weak follow-through, possible trap behavior, or volatility reversal in BULLISH regime.",-10.0,-1.0,77.99,75.78,BULLISH,BULLISH,3.9,1.61,5.74,"relative_strength_breakout simulated external historical experience for ICICIBANK: trend=BULLISH, regime=BULLISH, side=LONG, volume_score=3.9, strength_score=1.61, compression_score=5.74, score=77.99. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","relative_strength_breakout on ICICIBANK failed for LONG trades in BULLISH conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=77.99, confidence=75.78. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
1138a07505f2c5b592dc0b7910f21f3618b03a9b696ce9660a1abe7b4f9a9b57,KOTAKBANK,2019-04-23,2019-04-23T10:05:00+00:00,15m,compression_breakout_attempt,SHORT,1475.2,1481.7,1462.2,WIN,Target touched at 2019-04-23T14:05:00+00:00; compression_breakout_attempt had continuation follow-through in BEARISH regime for SHORT side.,13.0,2.0,88.37,90.96,BEARISH,BEARISH,4.11,0.55,5.86,"compression_breakout_attempt simulated external historical experience for KOTAKBANK: trend=BEARISH, regime=BEARISH, side=SHORT, volume_score=4.11, strength_score=0.55, compression_score=5.86, score=88.37. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","compression_breakout_attempt on KOTAKBANK worked for SHORT trades in BEARISH conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=88.37, confidence=90.96. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
